ERSCode,CG_code,CG_descr,MCS_code,MCS_descr,ISSCAAP_Division_Code,ISSCAAP_Division_Desc,ISSCAAP_Group_Code,ISSCAAP_Group_Desc,ScientificName,EnglishName,ProducedInScotland2021
RWS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora elegans,Twospot rasbora,FALSE
RRZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora tawarensis,NA,FALSE
TYD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Thynnichthys sandkhol,NA,FALSE
TYT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Thynnichthys thynnoides,NA,FALSE
TWY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Thynnichthys vaillanti,NA,FALSE
TOB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tor tambroides,Thai mahseer,FALSE
PTP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tor putitora,Putitor mahseer,FALSE
PTT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tor tor,Tor barb,FALSE
TOK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tor khudree,NA,FALSE
TZD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tor douronensis,Semah mahseer,FALSE
TZS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tor soro,NA,FALSE
QPC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tor tambra,NA,FALSE
BRL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius barila,NA,FALSE
BLA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius barna,NA,FALSE
BLO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius bola,Trout barb,FALSE
BRH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius shacra,NA,FALSE
BRJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius tileo,NA,FALSE
BRV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius vagra,NA,FALSE
BRR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius bakeri,NA,FALSE
BLD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barilius bendelisis,NA,FALSE
BDA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Brachydanio acuticephala,NA,FALSE
NTA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis atherinoides,Emerald shiner,FALSE
NTB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis bairdi,Red River shiner,FALSE
NTP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis boops,Bigeye shiner,FALSE
NTD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis dorsalis,Bigmouth shiner,FALSE
NTG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis girardi,Arkansas River shiner,FALSE
NTE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis heterodon,Blackchin shiner,FALSE
NTR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis heterolepis,Blacknose shiner,FALSE
NTU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis hudsonius,Spottail shiner,FALSE
NTL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis longirostris,Longnose shiner,FALSE
NTN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis lutipinnis,Yellowfin shiner,FALSE
NTS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis nubilus,Ozark minnow,FALSE
NTQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis rubellus,Rosyface shiner,FALSE
NTI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis rupestris,Bedrock shiner,FALSE
NRS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis signipinnis,Flagfin shiner,FALSE
NRT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis stramineus,Sand shiner,FALSE
NRX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis texanus,Weed shiner,FALSE
NRV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notropis volucellus,Mimic shiner,FALSE
HME,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hemibarbus labeo,Barbel steed,FALSE
UMM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hemibarbus maculatus,Spotted steed,FALSE
ROG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rohtee ogilbii,Vatani rohtee,FALSE
ABC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Amblypharyngodon microlepis,NA,FALSE
ABO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Amblypharyngodon mola,Mola carplet,FALSE
ABL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Amblypharyngodon melettinus,Attentive carplet,FALSE
ENA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rastrineobola argentea,Silver cyprinid,FALSE
AHS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acanthobrama lissneri,NA,FALSE
AHT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acanthobrama terraesanctae,Kinneret bleak,FALSE
PMP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Pimephales promelas,Fathead minnow,FALSE
HSY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hesperoleucus symmetricus,California roach,FALSE
WAB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Parabramis pekinensis,White amur bream,FALSE
SQK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Squaliobarbus curriculus,Barbel chub,FALSE
LTL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Culter alburnus,NA,FALSE
ZAP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Zacco platypus,Freshwater minnow,FALSE
ZAQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Zacco taliensis,NA,FALSE
AZH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Anaecypris hispanica,NA,FALSE
GRD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Garra dembeensis,NA,FALSE
GRG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Garra ghorensis,NA,FALSE
GRT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Garra gotyla,NA,FALSE
GRK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Garra lamta,NA,FALSE
GRU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Garra mullya,NA,FALSE
GRR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Garra rufa,NA,FALSE
GRI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Garra tibanica,NA,FALSE
OPD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Opsariichthys bidens,NA,FALSE
PDE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Pseudogobio esocinus,NA,FALSE
RHQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rhinichthys atratulus,Blacknose dace,FALSE
RHW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rhinichthys cataractae,Longnose dace,FALSE
RHV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rhinichthys osculus,Speckled dace,FALSE
NOB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Nocomis biguttatus,Hornyhead chub,FALSE
NOH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Nocomis leptocephalus,Bluehead chub,FALSE
NOI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Nocomis micropogon,River chub,FALSE
YPA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella alvarezdelvillari,NA,FALSE
YPN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella analostana,Satinfin shiner,FALSE
YPC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella callistia,Alabama shiner,FALSE
YPM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella camura,Bluntface shiner,FALSE
YPL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella lutrensis,Red shiner,FALSE
YPP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella proserpina,Proserpine shiner,FALSE
YPI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella spiloptera,Spotfin shiner,FALSE
YPV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinella venusta,Blacktail shiner,FALSE
ATL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acheilognathus limbatus,Oily bitterling,FALSE
ATN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acheilognathus melanogaster,NA,FALSE
ATR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acheilognathus rhombeus,NA,FALSE
ATT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acheilognathus tabira,NA,FALSE
AYH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aphyocypris chinensis,Chinese bleak,FALSE
HBP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hybognathus placitus,Plains minnow,FALSE
HEY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chelaethiops bibie,NA,FALSE
DID,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Dionda diaboli,Devils River minnow,FALSE
DIE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Dionda episcopa,Roundnose minnow,FALSE
AUE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aspiolucius esocinus,Pike asp,FALSE
VIV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Vimba vimba,Vimba bream,FALSE
VIM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Vimba melanops,Macedonian vimba,FALSE
UEP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Couesius plumbeus,Lake chub,FALSE
SMU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Semotilus atromaculatus,Creek chub,FALSE
FSC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Pelecus cultratus,Sichel,FALSE
SHP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Sarcocheilichthys nigripinnis,Rainbow gudgeon,FALSE
TPW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Typhlogarra widdowsoni,Iraq blind barb,FALSE
TYA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tanichthys albonubes,White cloud mountain minnow,FALSE
MPL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Campostoma anomalum,Central stoneroller,FALSE
MPG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Campostoma oligolepis,Largescale stoneroller,FALSE
AUH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aulopyge huegelii,Dalmatian barbelgudgeon,FALSE
OHM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Orthodon microlepidotus,Sacramento blackfish,FALSE
LVE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Lavinia exilicauda,Hitch,FALSE
PLT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Plagopterus argentissimus,Woundfin,FALSE
IOP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Iotichthys phlegethontis,Least chub,FALSE
PHK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Phenacobius catostomus,Riffle minnow,FALSE
EVU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Evarra bustamantei,NA,FALSE
ASU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aspius aspius,Asp,FALSE
NOU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Clinostomus elongatus,Redside dace,FALSE
BNB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Balantiocheilos melanopterus,Tricolor sharkminnow,FALSE
MOI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Moroco steindachneri,NA,FALSE
MDE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Mandibularca resinus,NA,FALSE
NUC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chalcalburnus chalcoides,Danube bleak,FALSE
AWT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chalcalburnus tarichi,Tarek,FALSE
AHA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acanthorhodeus asmussii,Russian bitterling,FALSE
PDP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Pseudorasbora parva,Stone moroko,FALSE
BNE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Bangana behri,NA,FALSE
DDT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Bangana yunnanensis,NA,FALSE
DDV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Bangana dero,Kalabans,FALSE
BRN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbichthys nitidus,NA,FALSE
BBR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbodes balleroides,NA,FALSE
BBT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbodes platysoma,NA,FALSE
FCH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leptobarbus hoeveni,Hoven's carp,FALSE
ARC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acrocheilus alutaceus,Chiselmouth,FALSE
HMU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hemiculter leucisculus,Sharpbelly,FALSE
BBC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barboides gracilis,NA,FALSE
BBV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbopsis devecchii,Somalian blind barb,FALSE
TKT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tanakia tanago,Tokyo bitterling,FALSE
BWZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Biwia zezera,NA,FALSE
PDL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Pseudaspius leptocephalus,Redfin,FALSE
BOI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Boraras brigittae,NA,FALSE
CUG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Caecobarbus geertsii,Congo blind barb,FALSE
YCB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Caecocypris basimi,NA,FALSE
BKC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Mylopharyngodon piceus,Black carp,FALSE
OEC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Capoeta capoeta,Seven khramulya,FALSE
OED,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Capoeta damascina,NA,FALSE
